,Title,Date,Summary,Rating,Metascore
507,The Kissing Booth 2,"Jul 24, 2020","Elle Evans (Joey King) just had the most romantic summer of her life with her reformed bad-boy boyfriend Noah Flynn (Jacob Elordi). But now Noah is off to Harvard, and Elle heads back to high school for her senior year. She'll have to juggle a long-distance relationship, getting into her dream college with her best friend Lee (Joel Courtney), and the complications brought on by a close friendship with a handsome, charismatic new classmate named Marco (Taylor Perez). When Noah grows close to a seemingly-perfect college girl (Maisie Richardson-Sellers), Elle will have to decide how much she trusts him and to whom her heart truly belongs. ",TV-14,39
508,Three Christs,"Jan 10, 2020","In 1959, psychiatrist Dr. Alan Stone (Richard Gere) arrives at a mental hospital in Ypsilanti, Michigan armed with the radical belief that schizophrenic patients should be treated not with confinement and electroshock therapy but with empathy and understanding. As his first study, he takes on the particularly challenging case of three men—Joseph (Peter Dinklage), Leon (Walton Goggins), and Clyde (Bradley Whitford)—each of whom believes they are Jesus Christ. Hoping that by getting them together in the same room to confront their delusions he can break through to them, Dr. Stone begins a risky, unprecedented experiment that will push the boundaries of psychiatric medicine and leave everyone involved—including Dr. Stone himself—profoundly changed. Based on a remarkable true story, Three Christs is a fascinating and moving look at one man’s journey into the deepest mysteries of the human mind. [IFC Films]",R,39
509,All My Life,"Dec 4, 2020","Jennifer Carter (Jessica Rothe) and Solomon Chau (Harry Shum Jr) are a sweet, fun-loving, newly engaged couple whose whole life seems ahead of them. But when Sol is diagnosed with terminal liver cancer in December, their plans for a summer wedding become impossible.  In a race against time, Jenn and Sol’s friends and family launch an online fundraiser to help the couple create their dream wedding in just two weeks. In the process, they unleash an outpouring of generosity and attention from people around the world who want to celebrate the power of love with them. Through it all, Jenn and Sol’s commitment to each other only deepens, becoming a heartwarming reminder that the strength of true love knows no limits.",PG-13,39
510,Random Acts of Violence,"Aug 20, 2020","Comic book creator Todd Walkley, his wife, assistant and best friend, are heading to NYC Comic Con when bad things start to happen—people start getting killed. It soon becomes clear that a crazed fan is using his Slashman comic as inspiration for the killings. And as the bodies pile up, and Todd’s friends become victims themselves, he is forced to face the killer and put an end to his notorious comic once and for all.",Not Rated,39
511,Ava,"Sep 25, 2020","Ava (Jessica Chastain) is a deadly assassin who works for a black ops organization, traveling the globe specializing in high profile hits. When a job goes dangerously wrong she is forced to fight for her own survival.",R,39
512,Ghosts of War,"Jul 17, 2020","Five battle-hardened American soldiers are assigned to hold a French Chateau near the end of World War II. Formerly occupied by the Nazi high command, this unexpected respite quickly descends into madness when they encounter a supernatural enemy far more terrifying than anything seen on the battlefield.",R,38
513,The Stand In,"Dec 11, 2020","When ordered to serve a year in rehab, actress Candy (Drew Barrymore) hires her on-set stand-in to take her place. The unassuming woman flips the script and steals her identity, career and boyfriend in this hilarious comedy about trading places.",R,38
514,A Rainy Day in New York,"Oct 9, 2020",Two young people arrive in New York for a weekend where they are met with bad weather and a series of adventures.,PG-13,38
515,Hillbilly Elegy,"Nov 11, 2020","J.D. Vance (Gabriel Basso), a former Marine from southern Ohio and current Yale Law student, is on the verge of landing his dream job when a family crisis forces him to return to the home he’s tried to forget. J.D. must navigate the complex dynamics of his Appalachian family, including his volatile relationship with his mother Bev (Amy Adams), who’s struggling with addiction. Fueled by memories of his grandmother Mamaw (Glenn Close), the resilient and whip-smart woman who raised him, J.D. comes to embrace his family’s indelible imprint on his own personal journey. [Netflix]",R,38
516,Coffee & Kareem,"Apr 3, 2020","While police officer James Coffee (Ed Helms) enjoys his new relationship with Vanessa Manning (Taraji P. Henson), her beloved 12-year-old son Kareem (Terrence Little Gardenhigh) plots their break-up. Attempting to scare away his mom's boyfriend for good, Kareem tries to hire criminal fugitives to take him out but accidentally exposes a secret network of criminal activity, making his family its latest target. To protect Vanessa, Kareem teams up with Coffee - the partner he never wanted - for a dangerous chase across Detroit. [Netflix]",TV-MA,35
517,Dirt Music,"Jul 17, 2020",The stunning landscape of Western Australia is the backdrop for an impassioned tale of love and grief in Gregor Jordan's adaptation of the acclaimed novel by Tim Winton.,Not Rated,35
518,Stardust,"Nov 25, 2020","David Bowie is one of the most seminal legends in music history; but who was the man behind the many faces? In 1971, a 24-year-old fledgling David Bowie (Johnny Flynn) is sent to America to promote his newest record, The Man Who Sold the World. Leaving behind his pregnant wife Angie (Jena Malone), Bowie and his band embark on a makeshift coast-to-coast promotional tour with struggling Mercury Records publicist Rob Oberman (Marc Maron).  Stateside, Bowie is quickly met with an audience that’s not yet ready for him. During the tumultuous journey, Bowie slowly begins to realize a need to reinvent himself in order to truly become himself; it’s with that realization that his iconic, celestial alter-ego Ziggy Stardust is born.",Unrated,35
519,The Turning,"Jan 24, 2020","The Turning takes us to a mysterious estate in the Maine countryside, where newly appointed nanny Kate is charged with the care of two disturbed orphans, Flora and Miles. Quickly though, she discovers that both the children and the house are harboring dark secrets and things may not be as they appear. ",PG-13,35
520,The Last Thing He Wanted,"Feb 14, 2020",A veteran D.C. journalist (Anne Hathaway) loses the thread of her own narrative when a guilt-propelled errand for her father (Willem Dafoe) thrusts her from byline to unwitting subject in the very story she’s trying to break.,R,35
521,The Binge,"Aug 28, 2020","In the not so distant future all drinking and drugs have been made completely illegal by the government... except for one night a year. High school seniors, Griffin, Hags and Andrew make a pilgrimage to get to the best party in town where all their dreams will come true... Sure they will have to avoid their crazed principal (Vince Vaughn), violent siblings and the wild animals roaming the streets, but that’s all part of the fun! Their friendship will be tested, love live’s will be rattled and their brains completely scrambled. One thing is for sure, no one’s life is EVER the same after participating in The Binge",TV-MA,35
